asa_grav [m²/g],asa_vol [m²/cm³],av_vf,pore_volume [cm³/g],density [g/cm³],nexc [wt. %],uptake_grav [wt. %],uptake_vol [g H2/L],metal1
2314.19,1935.23,0.67,0.81,0.84,4.24,5.46,48.29,Ni
2982.76,1817.58,0.8,1.31,0.61,5.08,7.42,48.85,Zn
1877.52,2062.25,0.64,0.58,1.1,3.68,4.41,50.65,Zn
1816.12,2048.27,0.62,0.55,1.13,3.6,4.27,50.35,Zn
911.54,1313.99,0.54,0.37,1.44,2.42,2.89,42.88,Cd
2313.91,1922.02,0.67,0.8,0.83,4.24,5.43,47.7,Zn
1175.5,1504.5,0.59,0.46,1.28,2.77,3.4,45.1,Cd
2101.08,2041.64,0.65,0.67,0.97,3.97,4.87,49.75,Zn
2704.53,2236.87,0.71,0.85,0.83,4.74,5.92,52.07,Zn
1306.82,1551.89,0.58,0.49,1.19,2.94,3.62,44.54,Cu
961.39,1252.83,0.53,0.41,1.3,2.49,3.05,41.05,Cd
1251.23,1383.62,0.55,0.49,1.11,2.87,3.56,40.86,Zn
1177.39,1497.59,0.57,0.45,1.27,2.77,3.38,44.45,Cd
1476.44,1491.41,0.64,0.63,1.01,3.16,4.18,44.05,Cd
2557.99,2119.74,0.68,0.82,0.83,4.55,5.71,50.16,Cd
3637.09,2524.62,0.71,1.02,0.69,5.89,7.21,53.96,Ni
3737.18,2492.87,0.69,1.04,0.67,6.02,7.35,52.95,Mn
1167.35,1353.77,0.56,0.49,1.16,2.76,3.48,41.86,Cd
3796.8,2246.92,0.77,1.3,0.59,6.09,8.1,52.15,Cd
3120.72,2425.06,0.68,0.88,0.78,5.26,6.38,52.93,Zn
2088.78,1761.07,0.66,0.78,0.84,3.95,5.17,45.96,Zn
1305.47,1457.42,0.52,0.47,1.12,2.94,3.56,41.16,Cu
2266.13,2154.5,0.64,0.67,0.95,4.18,5.02,50.27,Cd
1233.25,1604.06,0.56,0.43,1.3,2.85,3.38,45.49,Cd
2572.85,2017.86,0.64,0.81,0.78,4.57,5.69,47.35,Mn
1278.53,1266.94,0.6,0.6,0.99,2.91,3.91,40.3,Cd
1232.27,1325.18,0.54,0.51,1.08,2.85,3.6,40.2,Zn
1731.99,1662.19,0.6,0.62,0.96,3.5,4.39,44.04,Mn
1875.04,2235.99,0.62,0.52,1.19,3.68,4.31,53.74,Cd
1472.69,1472.23,0.58,0.58,1,3.16,4.03,42,Cd
1271.94,1486.44,0.61,0.52,1.17,2.9,3.67,44.52,Zn
767.74,1179.07,0.53,0.35,1.54,2.23,2.69,42.48,Zn
1085.53,1383.19,0.6,0.47,1.27,2.65,3.35,44.14,Zn
2219.27,2188.93,0.64,0.64,0.99,4.12,4.89,50.76,Zn
1140.61,1424.61,0.57,0.46,1.25,2.73,3.37,43.57,Zn
823.47,1706.46,0.63,0.3,2.07,2.31,2.68,57.15,Zn
4150.4,1818.16,0.83,1.89,0.44,6.52,9.92,48.26,Zn
2368.6,2690.44,0.7,0.61,1.14,4.31,5.04,60.32,Cu
2426.54,1869.68,0.68,0.88,0.77,4.38,5.76,47.06,Cu
1944.66,1643.38,0.64,0.76,0.85,3.77,4.98,44.31,Mn
1739.06,2079.9,0.68,0.57,1.2,3.5,4.25,53.1,Zn
1636.78,2022.73,0.67,0.54,1.24,3.37,4.07,52.43,Zn
1853.86,1611.99,0.63,0.72,0.87,3.65,4.79,43.7,Mn
1920.72,1638.56,0.65,0.76,0.85,3.74,4.96,44.52,Mn
1889.83,1612.06,0.64,0.75,0.85,3.7,4.9,43.98,Mn
1753.36,1544.96,0.62,0.7,0.88,3.52,4.64,42.83,Mn
1748.28,1547.82,0.62,0.7,0.89,3.52,4.63,42.99,Mn
1807,1591.93,0.63,0.72,0.88,3.59,4.74,43.86,Mn
1781.87,1572.28,0.62,0.7,0.88,3.56,4.66,43.15,Mn
1827.7,1588.95,0.62,0.72,0.87,3.62,4.76,43.46,Mn
1807.78,1576.24,0.62,0.71,0.87,3.59,4.71,43.14,Mn
1771.12,1559.27,0.61,0.69,0.88,3.55,4.62,42.68,Mn
1715.83,1531.39,0.63,0.71,0.89,3.47,4.63,43.33,Mn
1724.05,1530.66,0.61,0.69,0.89,3.48,4.58,42.62,Mn
1464.37,1397.44,0.62,0.65,0.95,3.15,4.23,42.1,Ni
1727.54,1422.11,0.63,0.76,0.82,3.49,4.78,41.35,Ni
943.15,1489.86,0.62,0.4,1.58,2.47,3.01,48.98,Zn
1497.81,1758.62,0.65,0.55,1.17,3.19,3.97,48.52,Zn
1265.56,1719.23,0.64,0.47,1.36,2.89,3.52,49.54,Zn
1266.85,1711.36,0.64,0.47,1.35,2.89,3.52,49.28,Zn
1665.13,2043.72,0.66,0.54,1.23,3.41,4.1,52.42,Zn
1310.04,1739.82,0.64,0.48,1.33,2.95,3.59,49.44,Zn
1351.17,1513.16,0.59,0.52,1.12,3,3.74,43.56,Fe
3143.89,3119.1,0.7,0.71,0.99,5.29,6.12,64.66,Zn
1735.7,2067.73,0.68,0.57,1.19,3.5,4.25,52.85,Zn
4761.4,3565.69,0.74,0.98,0.75,7.26,8.36,68.28,Ti
1734.53,2068.35,0.62,0.52,1.19,3.5,4.13,51.42,Al
1223.98,1454.84,0.56,0.47,1.19,2.83,3.48,42.84,Zn
984.28,1290.46,0.54,0.41,1.31,2.52,3.08,41.61,Zn
2552.15,2280.68,0.68,0.76,0.89,4.54,5.53,52.36,Co
2016.34,2090.75,0.63,0.61,1.04,3.86,4.62,50.25,Zn
1711.79,1820.47,0.64,0.6,1.06,3.47,4.31,47.92,Cd
1880.23,2055.27,0.64,0.58,1.09,3.69,4.41,50.44,Zn
2815.34,3013.15,0.69,0.64,1.07,4.87,5.63,63.89,Cu
1688.75,1620.28,0.56,0.58,0.96,3.44,4.23,42.41,Zn
1113.27,1395.37,0.56,0.45,1.25,2.69,3.32,42.98,Zn
1544.85,1996.56,0.62,0.48,1.29,3.25,3.84,51.64,Cu
1558.04,1874.89,0.61,0.5,1.2,3.27,3.88,48.62,Zn
1516.73,1835.42,0.6,0.5,1.21,3.22,3.84,48.35,Zn
1402.21,1734.27,0.59,0.48,1.24,3.07,3.68,47.2,Zn
1441.74,1776.81,0.6,0.48,1.23,3.12,3.71,47.53,Zn
1447.13,1774.32,0.59,0.48,1.23,3.13,3.72,47.35,Zn
1294.69,1729.76,0.64,0.48,1.34,2.93,3.57,49.53,Zn
1284.24,1726.36,0.64,0.47,1.34,2.91,3.54,49.27,Zn
1711.74,2073.27,0.68,0.56,1.21,3.47,4.2,53.06,Zn
1710.34,2065.46,0.68,0.56,1.21,3.47,4.2,52.89,Zn
1730.66,2072.68,0.68,0.57,1.2,3.49,4.24,53.07,Zn
912.56,1683,0.62,0.33,1.84,2.42,2.84,53.87,Zn
936.85,1710.58,0.63,0.35,1.83,2.46,2.89,54.43,Zn
748.64,1022.11,0.57,0.41,1.37,2.21,2.85,40.06,Zn
2045.64,1773.91,0.66,0.76,0.87,3.9,5.07,46.35,Zn
1720.06,1660.14,0.59,0.61,0.97,3.48,4.35,43.87,Cu
2585.02,2046.48,0.72,0.91,0.79,4.58,5.98,50.37,Cu
1852.5,1841.55,0.64,0.64,0.99,3.65,4.56,47.46,Zn
1678,1786.46,0.68,0.64,1.06,3.43,4.39,48.94,Cu
1207.12,1446.3,0.61,0.51,1.2,2.81,3.58,44.48,Zn
2439.99,1949.96,0.71,0.89,0.8,4.4,5.8,49.17,Cu
1803.42,1852.44,0.63,0.61,1.03,3.59,4.43,47.56,Zn
1846.94,1910.3,0.63,0.61,1.03,3.64,4.47,48.35,Zn
2788.91,2344.57,0.72,0.86,0.84,4.84,6.03,53.91,Zn
2036.44,2055.28,0.64,0.64,1.01,3.89,4.73,50.06,Zn
1915.49,1966.55,0.64,0.62,1.03,3.73,4.56,49.03,Zn
1850.78,1938.44,0.62,0.59,1.05,3.65,4.41,48.34,Zn
1230.35,1361.29,0.57,0.51,1.11,2.84,3.6,41.34,Zn
1219.73,1366.06,0.56,0.5,1.12,2.83,3.56,41.37,Zn
1320.52,1491.57,0.58,0.51,1.13,2.96,3.69,43.23,Zn
1304.14,1484.11,0.57,0.5,1.14,2.94,3.64,43.01,Zn
1960.41,2214.41,0.63,0.56,1.13,3.79,4.47,52.84,Cd
1987.2,2243.68,0.66,0.58,1.13,3.82,4.53,53.53,Cd
1878.69,1732.44,0.63,0.68,0.92,3.68,4.69,45.42,Al
1986.41,1583.25,0.68,0.85,0.8,3.82,5.27,44.37,Zn
2401.5,1782.59,0.71,0.96,0.74,4.35,5.96,47,Zn
2389.63,1782.19,0.69,0.92,0.75,4.34,5.83,46.2,Zn
3729.68,1990.43,0.78,1.46,0.53,6.01,8.46,49.34,Zn
950.93,1678.94,0.62,0.35,1.77,2.48,2.91,52.97,Zn
1070.55,1464.89,0.58,0.42,1.37,2.63,3.19,45.05,Cd
1481.32,1534.18,0.59,0.56,1.04,3.17,3.98,42.95,Zn
861.36,1198.42,0.56,0.4,1.39,2.36,2.93,41.98,Zn
1666.44,1373.69,0.68,0.83,0.82,3.41,4.92,42.7,Zn
1485.89,1695.81,0.6,0.53,1.14,3.18,3.9,46.31,Zn
1264.53,1355.57,0.6,0.56,1.07,2.89,3.78,42.1,Zn
986.5,1196.61,0.56,0.46,1.21,2.52,3.22,40.42,Zn
1469.11,1644.75,0.61,0.55,1.12,3.15,3.94,45.94,Zn
1430.95,1464.2,0.57,0.56,1.02,3.1,3.93,41.91,Zn
1427.18,1478.6,0.57,0.55,1.04,3.1,3.9,42.07,Cu
636.65,990.748,0.53,0.34,1.56,2.06,2.54,40.49,Zn
2386.21,1838.89,0.64,0.83,0.77,4.33,5.58,45.54,Ni
1710.86,1636.76,0.63,0.66,0.96,3.47,4.48,44.9,Zn
2800.69,2252.06,0.71,0.88,0.8,4.86,6.09,52.16,Zr
1520.35,1765.64,0.65,0.56,1.16,3.22,4.02,48.62,Zn
1556.5,1733.11,0.66,0.59,1.11,3.27,4.14,48.07,Zn
1129.02,1340.68,0.53,0.45,1.19,2.71,3.33,40.91,Mg
1934.36,1776.39,0.63,0.69,0.92,3.76,4.77,46.04,Zn
1221.78,1270.59,0.6,0.57,1.04,2.83,3.77,40.71,Zn
1250.29,1348.62,0.57,0.53,1.08,2.87,3.68,41.19,Zn
1116.57,1262.79,0.56,0.49,1.13,2.69,3.44,40.24,Zn
1371.7,1409.26,0.56,0.54,1.03,3.03,3.82,40.82,Al
1613.21,1490.46,0.63,0.68,0.92,3.34,4.45,43.02,Zn
1533.99,1653.01,0.56,0.52,1.08,3.24,3.92,43.92,Mn
1021.6,1255.73,0.53,0.43,1.23,2.57,3.17,40.24,Cd
2155.27,1866.54,0.69,0.8,0.87,4.04,5.29,48.34,Zn
4521.13,2717.65,0.76,1.26,0.6,6.97,8.61,56.63,Fe
1194.02,1406.99,0.55,0.47,1.18,2.8,3.45,42.11,Cd
2362.82,2598.54,0.69,0.63,1.1,4.3,5.06,58.6,Na
2068.61,2112.61,0.63,0.62,1.02,3.93,4.7,50.36,Zn
2591.8,2203.03,,0.84,0.85,4.59,5.79,52.27,Zn
1085.27,1297.81,0.56,0.47,1.2,2.65,3.35,41.42,Zn
1512.62,1025.72,0.85,1.25,0.68,3.21,5.96,42.98,Ga
1510.5,1230.83,0.81,0.99,0.81,3.21,5.23,45,Ga
1454.47,1367.76,0.78,0.83,0.94,3.14,4.73,46.69,Ga
1235.97,1281.21,0.72,0.69,1.04,2.85,4.13,44.63,Ga
1386.05,1482.59,0.75,0.7,1.07,3.05,4.3,48.01,Ga
1388.55,1485.27,0.75,0.7,1.07,3.05,4.3,48.04,Ga
2261.43,1803.87,0.64,0.8,0.8,4.17,5.38,45.38,Zn
3133.48,2228.2,0.69,0.97,0.71,5.27,6.63,50.53,Zn
1229.56,1548.57,0.71,0.56,1.26,2.84,3.75,49.01,Zn
1207.82,1583.35,0.68,0.52,1.31,2.81,3.61,49.09,Ga
4716.4,1982.45,0.89,2.12,0.42,7.2,10.96,51.75,Cu
2880.48,2028.32,0.69,0.97,0.7,4.96,6.41,48.23,Zn
1190.11,1534.08,0.69,0.53,1.29,2.79,3.62,48.44,Zn
3697.22,2776.04,0.7,0.94,0.75,5.97,7.05,56.98,Cu
2806.02,2364.13,0.71,0.84,0.84,4.86,5.99,53.64,Fe
1530.32,1977.91,0.64,0.5,1.29,3.23,3.85,51.82,Zn
2685.59,1940.52,0.68,0.94,0.72,4.71,6.15,47.39,Zn
948.05,1377.63,0.55,0.38,1.45,2.47,2.95,44.22,Al
2072.34,2222.65,0.67,0.62,1.07,3.93,4.7,52.92,Zn
2032.1,2203.63,0.67,0.62,1.08,3.88,4.67,53.07,Zn
1780.51,1791.25,0.79,0.78,1.01,3.56,4.89,51.7,Zn
1479.15,2106.67,0.7,0.49,1.42,3.17,3.78,55.91,Zn
864.19,1459.56,0.62,0.37,1.69,2.36,2.84,49.43,Zn
3560.59,3320.52,0.76,0.82,0.93,5.8,6.75,67.52,Cu
1871.92,1964.15,0.63,0.6,1.05,3.68,4.46,48.99,Cd
3191.93,2638.92,,0.86,0.83,5.34,6.39,56.39,Mn
4764.1,3124.64,,1.18,0.66,7.26,8.61,61.77,Zn
4880.86,3134.91,,1.19,0.64,7.4,8.73,61.45,Co
5124.41,3048.9,,1.3,0.59,7.69,9.22,60.44,Mn
4808.52,3145.52,,1.17,0.65,7.31,8.62,61.71,Ni
4873.23,3136.89,,1.19,0.64,7.39,8.73,61.54,Fe
4749.53,3136.59,,1.17,0.66,7.24,8.57,61.89,Zn
2050.83,2527.32,0.72,0.58,1.23,3.91,4.61,59.52,Zn
2567.63,2472.04,0.79,0.82,0.96,4.56,5.72,58.37,Cu
1337.41,1889.38,0.64,0.46,1.41,2.98,3.56,52.1,Zn
2748.08,2197.7,0.69,0.86,0.8,4.79,5.99,50.95,Ni
2762.41,2195.03,0.68,0.86,0.79,4.81,6,50.74,Ni
1798.98,1939.66,0.61,0.57,1.08,3.58,4.31,48.53,Zn
1120.12,1386.84,0.53,0.43,1.24,2.7,3.26,41.77,Ni
1172.61,1450.85,0.57,0.46,1.24,2.77,3.4,43.56,Ni
2846.85,1905.96,0.71,1.06,0.67,4.91,6.63,47.51,Zn
774.45,1300.59,0.59,0.35,1.68,2.24,2.7,46.57,Zn
898.15,1504.56,0.61,0.36,1.68,2.41,2.86,49.26,Zn
2089.65,2281.03,0.68,0.62,1.09,3.95,4.72,54.06,Cd
2736.42,2825.78,0.69,0.67,1.03,4.78,5.57,60.92,Zn
1763.7,1884.21,0.67,0.62,1.07,3.54,4.42,49.37,Mn
3339.3,2860.27,0.7,0.82,0.86,5.53,6.48,59.39,Cu
1120.3,1425.13,0.65,0.51,1.27,2.7,3.5,46.11,Mn
1080.7,1401.71,0.65,0.5,1.3,2.65,3.43,46.08,Mn
2329.14,2162.5,0.67,0.73,0.93,4.26,5.25,51.43,Ni
2379.99,2178.2,0.68,0.74,0.92,4.32,5.32,51.45,Ni
3641.46,2684.86,0.69,0.94,0.74,5.9,7,55.5,Cu
1055.42,1324.62,0.52,0.41,1.26,2.61,3.14,40.73,Ni
1189.19,1470.1,0.56,0.45,1.24,2.79,3.39,43.35,Ni
1263.65,1513.97,0.53,0.44,1.2,2.89,3.43,42.57,Ni
3097.05,2073.02,0.7,1.05,0.67,5.23,6.82,48.99,Zn
2145.41,2360.03,0.67,0.61,1.1,4.03,4.76,55.01,Cu
2161.08,2370.15,0.67,0.61,1.1,4.05,4.78,55.08,Cu
604.9,1064.28,0.56,0.32,1.76,2.02,2.45,44.11,Zn
745.02,1123.4,0.52,0.34,1.51,2.2,2.64,40.89,V
940.6,1382.6,0.55,0.38,1.47,2.46,2.95,44.62,Al
